628.64,590.17,569.09,559.23,553.53,549.84,547.26,545.37,543.93,542.8,541.9
729.06,680.85,657.39,646.44,639.76,635.12,631.65,628.91,626.66,624.77,623.15
681.01,638.45,619.64,609.78,603.46,598.93,595.46,592.68,590.37,588.4,586.7
712.88,661.36,637.82,626.19,619.08,614.15,610.47,607.57,605.2,603.22,601.52
443.18,408.76,393.58,386.72,382.76,380.16,378.3,376.9,375.81,374.92,374.19
684.72,636.81,615.75,605.5,599.26,595,591.87,589.46,587.55,585.98,584.67
627.42,582.15,564.89,555.74,549.94,545.88,542.82,540.42,538.47,536.84,535.46
